id,text,label
5444,akashrana inc warm birthday greet young dynam politician incrajasthan shri vaibhavgehlot ji wish success,2
5445,netflixindia chup warna aankhon laser teko jala sala sacredgam ki date,2
5446,iamtanveermir fatimahlove nahin lekan taray bewaqoof fan jeer may hi surf dayte team,1
5447,sir padhai kamzor agr rahoge fail jao ge student mereko fail h,1
5448,hyunln saf baby sorry onlin hope sleep well though love,2
5449,piyushgoyal sir train reserv coach sp tc aate ish coch basic fecil,2
5450,rockyandmayur mayur palsapkar bhain seengh abhi b g,0
5451,rt phillyd i alway appreci good father compliment i realli want stress im not doing anything special,2
5452,gulbukhari samandar nab k chairman par harass ilzamat b lagaye inquiry iltija b,1
5453,rt rajeshg gaurijalpa rajeshw vaha hindu marta dr maruituis du bharat hindu nhe kehta,0
5454,u understand i fuck im get colleg im go kill i futur left man shit yaar,0
5455,pti govt mashallah change layi hn pakiatan duwa hn k es tarha mulk taraqi allah hama,2
5456,plz particip win oneplust note jcbkikhudayi dekhne milega link login l,1
5457,xarar paksarfrazbugti koch gener ky naam corruption mention ker daity data hy bsss sonni sonnai chor rahi,1
5458,ye pehni kangna ranaut kisi churayi nahi,0
5459,akhileshpsingh bjpindia rssorg abe chutiya gandhi madhar chor chutiya karan,0
5460,kalindi express railway bed facil sleeper class seat confirm hone nahi milti seat bina,1
5461,tajinderbagga sherryontopp pakistan gurudwara toda without problem sinc major power n f,1
5462,udaiman bharat namo ki sath aj pm modi ki sapath me team karma yogi ki tarafse badhai,2
5463,fangirl nepostan i mean like point bad time almost sabke life,1
5464,tubaatweets khuda dil jalon nazar bachaaye tum hamaari umar lag jaaye tumhen dun dil,1
5465,kapilsharmak krushna kas i wish rishta se whosunilgrov k ban jaye comedy duniya aapki jayegi,2
5466,today becam big day life i abl book rail ticket tatkal irctcoffici websit one,2
5467,awasthi rahulgandhi incindia kisi maa bachcha nakara haa mulyankn smaj krta haa,1
5468,adityarajkaul tarekfatah inhi jese diplomat ki wajah peac establish paata,0
5469,bharat yashasvi lokpriya pradhanmantri manya shri narendra modi ji bar pune pradha,1
5470,probabl best speach ever oic summit imrankhanpti nail tamaam issues ajtk ny,2
5471,dr harshbardhan heartiest congratul health union minisership hope u give aiim bhagalpur priri,2
5472,sachinopenin sachin rt wc me soheb aktar pitaai mood kese askstar virendersehwag,0
5473,rt drdeng guttiya tweet sachhe javab dete fir sahan nahi arfa ab victim card khelne aa gayee run h,2
5474,hasanma mirwaleed bhai wondin bhoola world cup haarne team chang gyi,1
5475,smilesmayvari well ni hogaya still idk possibl,1
5476,ghar walo galti nateeja bachpan kaan lagaye bevkoofi dekhne,0
5477,rahulgandhi aap logo parivar aage dikhta congress kabil neta bache h,0
5478,pradhan marntri ji bahot bahot subhkamnaye dher saari bdhaayi modi ji pyaar hmesha ayse janta parivaar,2
5479,rt mohitinsan gurmeetramrahim good morning papaji bless sewa simran parmarth today,2
5480,no baby djbaby cakes i show later i predict magic adam pic newborn progress i made th,2
5481,brokesilv but chhap girti that feel epitom obnoxi,1
5482,jumma tul wida mubarak happy friday love custom follow today i share chari,2
5483,oomasrk raniroyrocki bunibroto mahanta h alphamaximus bharatpronam sanjays from himalaya ufo right,1
5484,gurmeetramrahim good morn pita ji thank new day pl bless sewa sumrin parmarth bakso ji,2
5485,dushyantsharma oh aaj khulla choda license leke band daala rssurjewala licens cong spokesman,1
5486,mahogan get love friends think thatll ever chang fr whole heart,2
5487,iss advic dhyaan dena boys ghabrana,1
5488,yeh dm likhti hein aksar ky messag arahi hoty hein dm likh sabit chahty,1
5489,ashoswai timesofindia log bara chootiya hy jhoot manker vote krdiya bcz govt foult terror bring,0
5490,ilhanmn jahil aurat cr ki aabaadi minoritu itne saalon muslim gunde harkaten kr,0
5491,rt i luv ayushmann me tire depress me see ayushmannk cute pictur khush tandarust ayushmann sirf hee,2
5492,sobrang advantag na rin talaga siguro isa ako doon mga kasi halos karamihan kanila ang dami dami na,1
5493,rssurjewala manakgupta awesom campaign sir keep harenge,2
5494,jarariya agar media bhee congress boycott lagi seaten bhee aayegi,0
5495,sambaad bo bhasan naa pucha haar jimmedar,2
5496,sarfaraza jeeto haaro humey piar may win world cup we work hard pray,2
5497,ak vidio ak manorma india baap pakistan jabki hakikt pakistan k,0
5498,ek paper kt lagne everyon write jai shree ram i wrote modi ji rock t,2
5499,hardikpatel ahmedpatel satavrajeev priyankagandhi rahulgandhi jm scindia amitchavdainc paresh dhanani,1
5500,rt crudifixion final nobrain ajinkya rahane would better pick place dinesh karthik or mayb th,1
5501,ani har cheez modi zimedaar baat likho pagal marega galti ba,1
5502,bt twt urdu tran roshni tukr cosmo hisse shukria mohabbat,2
5503,rishi inc ppbajpai thik aab congress walo sun bacha thaa murdo desh p p baj,0
5504,incindia narendramodi chowkidaar uski paltan chor dhokebaaz crimin scamster feku comedian pappu killer,0
5505,ha bhul gyi lakin chu chu chutiyaa harkat band kroge hna berozgar,0
5506,arunsfan sorry total disagre u sir desh sare bevkoof sekt take design majo,1
5507,paurikhal harshu mama emraanhashmi matlab layer scene mind blow that mean sa,2
5508,indira gandhi saar exemplari karya kuchh achhe dusari sarkar sati unke bet,2
5509,mdpvvnl district moradabad kanth road mora milak light problem sal hal payi aur koi,1
5510,incmaharashtra ashokchavaninc congress haal balki maharashtra congress jimmedar,1
5511,prof hariom jkgrievanc who bijli mantri peopl dont pay bill kashmir wherea peopl jammu pay get,0
5512,rahulgandhi sir constitut bachane menifasto paas aap famili,0
5513,ssgpa xadeejournalist i wish could say damag beyond repair aik misaal deta,0
5514,panjabiap siddiquiamana raghibmohammadi isi chutiya abe muslim hindu meat khate,0
5515,varun dvn you love haa we are always there to shower on you,2
5516,talhaghouri shahidmemon hamyat khota khor corrupt ganje kerte thy kia ukhar lia unhon lanat te patwari,0
5517,tigerneelesh bittusempir khud sharda chitfund ghotale pramukh waiti duaro daket khud c,0
5518,congratul tere jajbe salam,2
5519,inaayahsayed yeh awww moment h bc chaos busi schedul se time nikal thappad maregi,0
5520,soomrojameel fawadchaudhri un sb rehmat parliament per lanat nhn bheji allah pak bera,2
5521,chudail back bachpan suna safed saari bhut i sri ram naam sun chillate h,0
5522,rt daskamer santrampalji guru greater god guru govind khade kaake laagu paaye balihari guru govind milaaye,2
5523,ram guha see movi sanju in movi said good weapon journalist they use pro,1
5524,sanjayazadsln ppbajpai abhisar sharma milindkhandekar vinodkapri sanjay loktantra janta,1
5525,rt madaniinfo tamam aashiqan e rasool ko jumma mubarak ho jummahmubarak friday,2
5526,shayarimran bilkul imran aage badhte rehna allah mazbut haitaake aage aane,2
5527,narendramodi congratul modiji mission welcom let make apane sapno bharat jo,1
5528,sanjeev amnestysasia ye ganda mulq munh india baatein banata india sakhti issk,0
5529,oyeee happy birthdayyy javiii you one best girl twitter liter it day n wish k,2
5530,amitshah congrasul sree amithsha ji jaihoo jaihoo bjp,2
5531,obccarvan hariramkoushik obc bhikhari bhenchod bheemte obc naam account bnakar maa chuda rah,0
5532,xadeejournalist zartajgulwazir hahaha want disqualifi govt posit well ramzan khyal,2
5533,rt mishra reserv polit cahie pm mayawati chaie jaise padh lae wo wale piche rhae,0
5534,rt nasti csa to fan support we thank you stringsandbling,2
5535,rt sanamtweet heenaonly allah worri ramadan time dua allah qubul karthi hon dua appki,2
5536,don let throw you trust god trust there plenti room father home,2
5537,ranajv maryamnsharif agr nawaz shareef chor ni allah usko surkharoo kry agr chor ay allah usi nishan e ibrat bna da,1
5538,bsindia ab modi bhakt kidhar ab zee news ka shudhir chaudhri aaj anjanaomkashyap news ki,1
5539,arunjaitley humari dua h jaldi jaldi thik hojaye ap bharat best politician h koi kho,2
5540,ach yahusef it retent bro draw everybodi fortun unfortun,1
5541,omthanvi rahuldev upyukt anupayukt shabd upyog hindi khoobsoorati kam hindi,1
5542,bjpsoldindia youtub chutiye logo chutiya fraud saale nakli evm dabba dikha kr logo k,0
5543,ranaayyub behn ji rehndo hame haal chod jinhe samaaj galtiya dikhti woh dusro,1
5544,desh karore rajputo ne bjp vote but th shri rajnath singh ji uchit pad rajp,0
5545,shahnawaz samajwadiparty problem evm problem junta samvaad khatm netaji time pa,1
5546,vikasbha buddhi bhrasht vikas aane vikas matlab logo kaatna chu,0
5547,omg end sorri spoiler pr mjhsy sbr ni mainy end dhk lya awla end way say,1
5548,alimdar kuti bezmr rhnonaaa ye allah ass bezamerooo awr munfiqo sy pakistan ki awam ki jannn jld sy jld chora dy,0
5549,ammy sethi mohabbat nahi fursat yakeen jano hamey karney teri baatein teri,1
5550,neha zainkaphankha rajveer singh vo kainat pass jaega saltanat pass jaegi zaroon look hurt n angri,2
5551,biggbosskruti i behav bichukle doing noth task noth but want captain week moreo,0
5552,mamataoffici nandannilekani tu randi ma chod kutte mout marege desh gaddar ma ko kutte chode,0
5553,anjanaomkashyap feku sal wade tumne programm wado pr h kbhi n,1
5554,life journey har pal pyar har lamhe khushi khoo yadein jee zindagi night,2
5555,lambaalka andi chhi ye sapne dekhna band hamesha bharat bhagva chayega ye saal,1
5556,sahi kharab chahega,1
5557,aakankshacharu seat leke la paya uparse bjp seat equal naam li,1
5558,subodh ndtv capt amarind sherryontopp ek akela siddhu vakt pagal kutte bhonkta rehta,0
5559,arfanpasha atifthepoet sahib dosroo dard nzr ata samaj,2
5560,secular arrow shukla use fake dp bjp member jain jab banda fake hai kya umeed karoge,0
5561,ra bies sekharji mudra loan pakode dukan laga aapki fake journal ki duk,0
5562,waglenikhil congress elect bjp harna congress paas javab bjp,1
5563,yadavakhilesh bhaiya ji ham apki sari galiya apke mla adhkch pad baithe logo dete ap,1
5564,lambaalka ouhh pleasesuch bullshit statement he perfect fr ministri exampl meritocraci a,1
5565,rt mrfaislabad callmemeeru dakho ajj kiss birthday ha jo wish ha happy birthday meeru maam,2
5566,bhak sala surpris bjp invit loyal troll so sorry,0
5567,ppbajpai abey chutia congress saal pai agar compare pichle sarkar abhi,1
5568,rt dadcastl invisibleguy brightdays nita aacharyasahiil arvindkejriwal kejriwal ko aagae bhejo baki bjp ko vote dalo dh,1
5569,yesss smell fuckin good bae,2
5570,mani baba sulemanbutt gnabigermani drayeshaspeaks bhae bahir paisa ghreeb aaega bahir ka paisa,1
5571,rt josjaimemalvae rosannaarkle rosanna arkl angelriley good morning honey youre the most beautiful girl in the world little doll,2
5572,desistupid sir im big fan serious aapke interview salaam bade bade diggajo ki hav,2
5573,modi phone tak nahi uthate nalayak imrankhanpti ka darr hai unhe ki kahi ye humse paise na maang le maryam naw,0
5574,aamaadmiparty arvindkejriwal sahmgam vihar vidhayak soo bad celect next vidhayak,0
5575,ibe ani walaikum salaam may allah swt bless sister,2
5576,sabhi desh wassion badhaai aaj sh modi ji phir se dusari bharat prime minist,2
5577,pakistanio gabrana nahi petrol price increas rs gabrana,0
5578,bdutt unko hindumuslim fursat milega sochenge iron media count,2
5579,imransh imran miyan thank like r t poetri i realli great your appreci en,2
5580,rt ibi loung tonight friday night live jahsung rock best hiphop trap afrobeat dancehal soca ladies free ti,2
5581,xkaminaysabel ikaw greciasophia proud ba kamina,0
5582,congratul son eric nova high graduat c you made like i knew would congrat,2
5583,happy birthday mairooo mmaitambari may almighti bless best world i wish good hea,2
5584,reallyswara hahahaha morn ji hui nhee aapki morning good but yaar dhaansu,2
5585,roflbabu kewo kaniye maloom ham bap muslim es sala preshan kaniya shadi nahe kahe pho,0
5586,ankahibate ye pagal i year uae maine islam kabula,0
5587,shameenyusafzai aaj bheja last day vacat task melay ga lakin kambakhti vacation,0
5588,nowplay the best of abba dodworth collieri mw brass band,1
5589,railminindia railwaynorthern train power fail gyi train bahjoi station pr khadi tatkal pow,1
5590,murtazaview maryamnsharif appki bakwas farak perni lafafi aisi halal jaty,0
5591,hi mr pak pm aapane modi jitege ham phatake bajayage bajaye nahi bajaye lagao,0
5592,sandeep iyc rahulgandhi kaise mansikta h modiji khub ullu banya hindu muslim naam pat,0
5593,rahulgandhi sir rahul pareshan aapbjeete haare bjp evm gadbadi jeeti,1
5594,lambaalka tum aapiye bhokne baaj nh aaoge khair laat maarke bhga party se,0
5595,modiledubega global agenda sirf modi ji pas congress se vote kharidna chahti desh agend,1
5596,repost aghori shiva har har mahadev mahadev mahakal bholebaba bholenath bambambhole,2
5597,sardanarohit aajtak khalbali pure india h aur jimmedar paid media kaash khalb,2
5598,likeapp thora sa pyar broadcast magic live come join,1
5599,bbhuttozardari mna wo armi chek post hmla kr teri siyasat khatm chuki beta,1
5600,zayhussain shahrukhwani happy birthday shah get ready say i glad z think i,2
5601,rt kmtani year great legalhistori book so wonderful see two outstand one rohit de itihaasnaama kimberli,2
5602,helloanand kten gauravgjain shiladitya kudeep hahaha mila mila there two huge inch pizza betw,1
5603,wasiq khan fatimakh n khan zat gali dilwao took kr ky apni mama papa ahsas kr agr,0
5604,bhattkk aashuspeak iamsrk narendramodi bjpindia meri to nahi lagg budhha maa roj chadhta,0
5605,shivajiku ashutoshb sureshchavhanke aasmakhan khan iamspeak saal kmine ab h owasi,0
5606,date thank come life bhaiyajani allahpak rehmat shabnam bn kr aapk gulistaan e hayaat pr humesha,2
5607,re lick ani thatswhy jobless i cant keep driver also bank check jama karane jagah karake aayega,0
5608,zakawaqar youtub g bilqul likha araha h video delet kr kr gai h,1
5609,rt sm jeeto pakistan tarf deal box apna account chod madem zara maqboozaa,1
5610,talathussain indyurdu ghalat kaam phir kya problem ha per app madadg,1
5611,rt gscordovaaa salamat kay maam ug sushi,1
5612,aaj apke paper navbharattimes news galat ambedkar nagar bjp jeeti mahagathbandhan jeet,0
5613,kamaalrkhan chutiya tumko film hit flop apne budget anushar,1
5614,jahanzebqures jawab puray rupe ka differ,1
5615,rt elfelf we love support matter strong fight happyelfday yesungislove shfly,2
5616,rt starkaditya nihayti chutiya vo actors film leke mzaak kr skte mention ghus gaali deni h srk,0
5617,happy birthday sanjaypatelg,2
5618,vigyan pranki are sirf awwal shriman flirt kala darza dilaya h,0
5619,dera sacha sauda run free primari school poor children thi prove boon poorer sectio,2
5620,salmanian wc india jeetne factor no yuvi bhut right balanc tha us time,1
5621,sonu didi fuck karnewala bahan chudati leak video,0
5622,saurabh ye desh gaddhhar makkar v deshdhrohi papu chamche kutto jyadha,0
5623,dashsujit opindia com narendra modi naam rakhna ganga jamuna tahzeeb chutiye dangaiyon bache,2
5624,sooraj xdd jyadatar batsman tb hal kr khulle sand ban k,2
5625,kyu muslim rashtra tamanna rakhte isis bharti jate,0
5626,raju maa chu carryminati nayi video dhasu h,2
5627,the handsom man ever love bhaijaan till my last breath daystobharat,2
5628,bhosriwale tuchiye chhati nasal dalle haara betiykhod shaamat thuk tujpe thukne ma,0
5629,officialdgispr hera mandi harami kali mouth peshab,0
5630,narendramodi congratul sir salute desh special imandaar h bas duniya desh ko,2
5631,she best behad i love soo aktar wahda kant mestahmelani tol emthanti w betsal alya kol youm,2
5632,bapa veen mubarak humari mubabbat bapa barh jaati jb mureed e kamil nigran e shoo,1
5633,anamkha baishak dil sakoon allah ky zikar allah p bharosa rakhyn sab hoga,2
5634,oneharyanaoffcl kute dum sal jail phir tedi tedi haryana corruption janaknaukaria bechne w,0
5635,tussi day lo advic in game niyyatain bhe kharab hain therealpcb,0
5636,rcgameforlif yeh sale punjabi logo kabjaa bcci cricket koi state aa nahi,0
5637,warsisony mera behen warsi sony me esiliye evm nahi ka gutala nahi mantahu kiu ke congress sp bsp ncp aur dus,0
5638,sp sp bhakto gdp baare dinbhar pakistan khilaaf news chalate raho gawar khush,2
5639,bbchindi bjp wb bahumat mila isliye tmc ke mla ko bjp khareed,1
5640,lmao whatev make sleep well sha happy birthday unku pineappl,2
5641,sambit patrag anjanaomkashyap khud kyu hara kyunki teri kide pade ab churi bh,0
5642,rt kellsb purearoma favorit song akwaboa mesan agye djaromagh masebillion purefm,1
5643,juth court check karbaye tumar ilaj india khana india lutna india ilaz bhar,1
5644,newsindia mere tamaam hindustani behen bhaiyon imaan imtehaan waqt dagmagana imaa,2
5645,kaash aisa hota darshan raval saye quadri offici remix video,1
5646,dr vismay pmoindia narendramodi i invit jcb khudaai isliye,1
5647,bhaidujana dwivedi bsdk pakistani baap jaan paye marege bsdk tera thekedar jo pa,0
5648,narendramodi manniy narendr modi ji bar shapth lene anant shubhkamnae hope agle salo,2
5649,jagrukta nayab tarika parivahan vibhag sikhe parivahan mantri jankari adhika,0
5650,you make wanna maga times third time charm underway result thu far see tuckercarlson so far,1
5651,srikanthbjp ncbn rey badmash play lion,1
5652,rt jaykishanraj bhai rehne rahulgandhi ka interview to dikhaya dont trust indiatoday ever so quite sambitswa,0
5653,narendramodi big day nation aaj ghar society bada din all best next year,2
5654,rt guruoffici my fav film come ardaaskaraan by igippygrew paji gurpreetghuggi paji sapnapabbi here teaser,1
5655,hussork akash khiladi bc baap se ayese baat nahi kerte understand,0
5656,rt qnngok smile deserv happy jisoo ahh foreverwithjisoo,2
5657,marcagiga basig ni pang laag ba basig naay mga bayronon hmmmmm,1
5658,hinaparvezbutt is mansoor kon suntaa dunya sb sy jhoota anchor indian media yh,0
5659,jagratigupta swamy ish buddhe payega bs bkwas krta ego frustat,0
5660,carrot but mene muslim nam second thing ye jo twit ye bat dekhie jo video,0
5661,rt sugawifeu ulang berhubung kakak jin bt twt kemaren rambutnya warna ungu jadi aku adain give away pulsa k untuk orang pemen,1
5662,anilvijminister ambala civil mey toe aapk pass ortho ilaz bhee,0
5663,rt dr anubhavu kaha mar rahulgandhi ashutoshb ab jawan lakwa maar mayawati congress sarkar dali,0
5664,tangina im excit art year hahaha matatapos sya jsandlajsnkslaj,2
5665,talathussain jal jal khak hojana bandi ne bechary geo laat pari channel rakhta ni isko,2
5666,rishibagre iprabhakarsingp narendramodi congratul good chanc see offici oath take houner pm sr narendramodi jiii,2
5667,pmoindia aage badte bharat des aage garv h pm mubarak es grib viklang p,2
5668,rt akshalmeen saj pakpass drug leta bc dope test karao sal lye bahir,0
5669,mlkhattar narendramodi bharat vika yatra subh suruvat desh bar modi ji ki leadership aage badh,2
5670,sherryontopp teri juban chalti hunar thukchatte teri halat dhobi kutte gyi,2
5671,happy birthday dk aapko meri taraf janm din sari shubh kamnaye,2
5672,nctzlntzfkbl drsanjeevrajp rahulgandhi congress khali nam voh vichardhara sardar voh mari marengi,1
5673,o mega last month apnay media news program nikal pakistan pakistan sirf pakistan hi,1
5674,blockout hilari alreadi i love vehicl,2
5675,rt appleliano great find gui inside dekkar great time store,1
5676,be mahii p k cricket world cup jitega,1
5677,islamudinsajid yeh inko uksa rahy thi ab custodi mai,1
5678,vinayakantrai indiatoday ajitarticl desh ki samsyaye modi givt k liye chalkenge nahi samasyao k liye ham log challange h hsmar,1
5679,rodin meanboi sakshi hisaab parna padhai goli maro do even know much,1
5680,he he haramkhor aam aadmi aadmi,0
5681,aaj adi zain pic famou dum,2
5682,akalless bibi chilao tummara heart fail bibi tumhara pak china kha ab kol hamakat indi,0
5683,chanduk saahooffici shraddhakapoor sujeethsign uv creation itsbhushankumar tseri saar,1
5684,my japan name nagami shirogan my english name is vintz phantom my korean name is jung rae in nice to meet you,1
5685,rt drama queenh ajj mujy mery noti band huy han phr yaqeen dilana parta interact e karda paya,1
5686,mehtaaatman agentsaffron vaidik paidaishi mc dhongi saale i convert brahmin jainism great step,0
5687,vipppyy kamaalrkhan lets see i expect cr movi salman avg movi kama leti,1
5688,manakgupta feku ec ne milar desh ullu aakdo hara phir govern,0
5689,timesnow srinjoy c phir padegi pakistan laat nahin samjhegi aukaat,2
5690,reallyswara narendramodi aayega modi please lagne lga h femin commun tumse payega,0
5691,kittu kashyap aruntha champ mai manta insaan h jb insaaf samay ata h,1
5692,maryamnsharif fraudia aisay bolay acha nahi lagta shareef famili nahi shareef bolay manay calibrefraud,1
5693,jutta di kuri ye toy apka hn kyn juttt hn xd,1
5694,rt itsalia x i first saw kumud saraswatichandra i like time also bepannaah made fall love jen,2
5695,hello unlimapp mod gaana music app there mod ios,0
5696,tajinderbagga bharosa rakhiye leli gang k outrag pe chadha maanega aapko stage pe,0
5697,himmat police threat pohochna bina permission sadak ghant namaz pad sa,1
5698,niazidog talhaghouri hamidmirpak qoum parast logo lanat sb sb baray namak haram,1
5699,yaar beliy abu shalwar exactli chalta ups down play good cricket inshallah,2
5700,even bjp want continu congress presid bjp jitana dil hasakar joker bhi,1
5701,rt smactiveflag what fantast way finish mile day may we celebr run final mile kilmallockgaa p,2
5702,manniy pm modi ji chunav jeet hasil subhkamnaye,1
5703,pata selftrol hua he campaign candid parti jahil waiter the,1
5704,rt muglikar modi ji waapis chunautiyo lado baakio ladenge new india come feeling reliev it done,2
5705,rt iempress indias gen next wants modi unargu namo command immens good will amongst ind youth youth connect way better w,2
5706,reallyswara now india deliv new terror like sadhwi pragya congratul new india ab aapke bachhe banenge,0
5707,sardanarohit jb ghatiya maansikta patrakaar news chanel party prawakta,0
5708,narendramodi dear modi ji apko dobara pm bann pr dher sari subh kamnaye prashanshak apka pr mere mn,2
5709,maghwal ab trp darr satane laga wais bjp dalali milta trp jaroorat,0
5710,bksundar indianoptimu minal varshathack vishalnautamlal vhsindia one thing common jai ital,1
5711,waglenikhil tejasvi surya he moron capabl mp peopl vote aapne,2
5712,rehmati faisalrafi which mullah chutia,0
5713,virendersehwag world cup india jitega dhwan virat rahul bla bolega jai hind jai modi,1
5714,shiitaegi emma awwwie i love you so much daili remind u cute th,2
5715,tatkal book websit golgol ghumna band irctc piyushgoyaloffc piyushgoy sir,0
5716,ayushmannk srbachchan jodi ekdum gulabositabo really excit part project mentor sh,1
5717,when one understand one support there alway mumma stand right next,2
5718,chzeesh mood kharab monday mushkil match vs england,1
5719,vsshishodia msisodia are wajah khatana jam kah police duty,0
5720,congratul sowmya akka you one intellig yet humbl earth person i,2
5721,kisiko zabardasti pakad kar maarkar mooh jai shriram bulwayenge ram jee khush jaayenge yahi,1
5722,rt sairaba topsgrup hr payment rahi hafte drama kar call abhi phone,0
5723,maryamnsharif allah chahe izaat r chahey zilat dt dua ha allah nawaz shareef khandan r u,1
5724,sudhirchaudhary narendramodi u r realli dhasu anchor u earn congratul,2
5725,hamare bhavi pradhanmantri sapath lee netrutv bharat aage jay isake pm nare,1
5726,rt biju rkf krazydevil srk pankhi actually flop movi sinc kat mean panauti,0
5727,agar galti se ye bhosdiwala truck k niche ajata to azadi ka randi rona krne wale ajate bhosdi k ki humara bekasoor,0
5728,mlkhattar ye suar ka bachaa langdaa chotala khud to bhot badda chor hai jail me sadd marr raha hai,0
5729,majorgauravarya jmukmrpolice crpfindia amitshah sorry desh ghatiyaa religion islam ko,0
5730,har mahadev b j p parti jindabaad bharat mata jay,1
5731,umeshku polic pass power jaruri abtak police asmarth yogyata lagam laga,1
5732,tarekfatah india muslmaan shayd chutiyon harkatein ye saal pakistaniegyptqataraur moro,0
5733,ye unn chtye bhikhmange paakistaaniyo indian ko illit rate firte social media pe,2
5734,abbatere anujhumai bina baat bewajah bina kuch soche gaan marwana koi inse sikhe chewtiyon rahoge toh ya,2
5735,amsgeel van hart gefeliciteerd met jouw dag en met je muziekkeuz phil collin gewoon heel go dus daar makkelijk mee te dealen,0
5736,jiocar reliancejio isnt blaze fast airtel presenc sab phir wapas airtel,1
5737,bis sane maharez haru game payena vanyo vane uta gayera khel vanera pathaidiye vayo ani season end hune bela lo,1
5738,assalamu alaikum love ummy lovely night fast,2
5739,narendramodi modi ji congratul next elect slogan like abki baar paar,2
5740,prakashraaj bosidkie sharam vote aayare tuje saale deposit mila bade gaddara chutiye b,0
5741,narendramodi apke hamre desh prime minist banne apka desh sadharn garib mahila,1
5742,insanneeru thegiftofeduc move inspir gurmeetramrahim singh jiinsan free coach center open,2
5743,rt goswamimeenaks he he haramkhor aam aadmi aadmi,0
5744,ifaridoon i think realli lucky aapko role mile pura potenti dikha sako i think i luck,2
5745,rt dunmess itne saste miltemay sirf discount,1
5746,rt puneetvizh bhavikakapoor these sanghi alik the bjp want eras nehru lets see what india would have been without him h,2
5747,itariqanwar incindia sir bura maniye baat kahna chahta sansad fund kr paye,0
5748,yogita singh anjanaomkashyap maa anutha sabd naaa sabd anubhu iswar maa ashirwad,0
5749,janupande misspaswan ji hme gussa priwar mrwaya maa bahno ijjat looti gai,0
5750,rt statueofbelief the futur shape dream come true with tatpadam upavan come close sum nathdwara wa,2
5751,pankhuripathak incindia good very good mam chatu anchor chatu media saal sirf sirf hindu musl,2
5752,assalamualaikum morn friend aur allah taala bakhshish maango allah behad b,2
5753,umarcheema bc kbhi apny baap nepot py sawal uthaya,0
5754,khaaksar waalakum salam brother same prayer khosh rahan,2
5755,nishantchat dallo o dallo jhoot dukan band,1
5756,sarmadalli mera mood horaha social media per anay,1
5757,ruchicakashid so save twitter war girl i btful boy nahi khubsurat girl muje nai,1
5758,very perchi boll miss kerne bad cot behind out,1
5759,rt awesomefactori red rocks ticket giveaway rt follow awesomefactory to enter see rock dillonfr shaq ep,1
5760,anantiyer hindu areee chutiy research ka mean kya tum bache jo sara sara pin poi,1
5761,farisalikhan socha hay taraf pakistan dushman establish ko nazar atay hayn ki,1
5762,swamy beta bjp itcel band parega tumko q sare achhe charact assassin k,0
5763,bollywood jabrafans readi world cup xjalwa bring new seri top bollywood star f,1
5764,priyasakhuja aniruddh dave yrrr kyaaa dm mei thing yha thing fine nd thank wish,2
5765,bhaiyyajispeaks bilkul modi ji chunte musalmano khilaaf vaardaat badhgayi ye shapath,0
5766,narendramodi ram ram ji plg hardli request parshan eye oper ya eye chang plg yai fath,1
5767,vikasthakur oyye kamine yamhainham urbanxpunjabi mizzl gaze sinist arushi ambani jai sleepohol dammngirll jayegi,1
5768,theskindoctor doc saab badhiya video andhere se much better,1
5769,arvindgunasekar hehe hope keep world aliv use song time classic movi jane bh,2
5770,gostudyabdullah pakistan may dosra system phir oversea pakistanio pocho,1
5771,yadavdimpl rahulgandhi tum logo haar chaye hmesha rassi jal bal ni gya purv cm ki,0
5772,beastboyshub we love content humari bhuk bhot baadi,2
5773,rrippr aztxck whi i even list lmao i don even play,1
5774,rt aakashsoni womenofcourag gurmeetramrahim gud afternoon papa g dhan dhan satguru aasra bless ji give gud health,2
5775,tejyadav abe chutiya teju bda chutiya desh h pahle chhoda,0
5776,rt silpikuma kanhaiy nahi wrong aapane aajkl chehre udasiyon muhbat khel samjha hasi khushi ch,2
5777,eagertravelcri hug cri realli proud fan winner but i wonder i call ic inseo o,2
5778,naveensurana bhai world cup time indian player ko troll mat world cup jeetna pure team ko aa khelna padhega,2
5779,fawadchaudhri tum bohut kamey jhoot dukan naak nekalni jae bhe keht,0
5780,hahahaha you welcom bro rich men pose well,1
5781,smritiirani evm kamal warna bjp beete saal desh janta parsshan hai unemploy yea,0
5782,rahulkanwal rahulgandhi narendramodi incindia to take narendramodi in chaar shabdo aapke baukhlahat,1
5783,kami banani bad self promo ok,1
5784,imac pachhta jodi pichhe pad gujrat time socha,1
5785,sardanarohit tumhe bjp chatna congress ke spokesperson ki zaroorat ab rukawat l,0
5786,hamidmirpak imrankhanpti hamid mir sb appreci bhi kr deti well done pm ik likh den we r proud ik i,1
5787,ashokgehlot nota best congress ki govt raj bnane b ma vacancy aa result sb bkwas,0
5788,sanjaynirupam sir hmko india pakistan nhi jha sarkar bjha se r dol bo sarkar,1
5789,manakgupta gauravbh bajpaiadvoc newstvchannel abe sala gandu humlog jaise berojgaro baat,0
5790,bcmc to bsdk tu realiti samaj chali gai kat ab aane,0
5791,abpnewshindi aajtak sardanarohit rubikaliyaquat anjanaomkashyap kyonki angle media bjp khoj,0
5792,imrankhanpti imran awam daur leader k mehnat kash zinda,1
5793,what problem jay sri ram such rubish cm of india ever indian hindus say jai shri ram,0
5794,happy birthday nikhil i love my cutipi god bless you lost love actor nikhil meri birthday jun k,2
