id,text,label
1800,dear modi ji apko dobara pm banne pr dher sari subh kamnaye mai bhi ek prashanshak hu apka pr mere mn,0
1801,one thing common in both jai ital,1
1802,surya he is not moron because he is capable to be a mp people have voted for him aapne itne,1
1803,awwwiee i love you so much !!! daily reminder that u are cute too and th,0
1804,to hum kya book karte to ghumna hi band nahi kiya sir,1
1805,when no one will understand you and no one will support you there will always be your mumma standing right next t,2
1806,are is wajah se khatana mai bahut jam kah gaya tha waha police sahi se duty nahi kar rahi th,0
1807,congratulations sowmya akka you are one of the most intelligent yet the most humble and down to earth persons i,1
1808,kisiko zabardasti pakad kar maarkar uske mooh se jai shriram bulwayenge toh kya ram jee khush ho jaayenge yahi,1
1809,allah jise chahe izaat de r jise chahey zilat dt dua ha allah nawaz shareef ko us k khandan ko r u,1
1810,hamare bhavi pradhanmantri ne dusri baar sapath lee aur unke netrutv me hamara bharat aage jay isake liye pm nare,2
1811,agar galti se ye bhosdiwala truck k niche ajata to azadi ka randi rona krne wale ajate bhosdi k ki humara bekasoor,0
1812,ye suar ka bachaa langdaa chotala khud to bhot badda chor hai jail me sadd marr raha hai,1
1813,sorry sir but jab iss desh k log iss ghatiyaa religion islam ko,2
1814,har har mahadev b j p parti jindabaad bharat mata ki jay,2
1815,police ke pass power hona jaruri abtak police asmarth they unke yogyata pe lagam laga rakhe they,1
1816,india k muslmaan shayd hi ye chutiyon wali harkatein karenge ... ye saale pakistaniegyptqataraur moro,1
1817,ye unn ch00tye bhikhmange paakistaaniyo ke liye jo indians ko illit rate bolte firte hain social media pe,0
1818,bina baat bewajah bina kuch soche gaan marwana koi inse sikhe chewtiyon k sath rahoge toh ya,2
1819,isn't that blazing fast presence sab kuch try karo aur phir wapas,2
1820,m sane maharez haru game payena vanyo vane uta gayera khel vanera pathaidiye vayo ani season end hune bela lo,1
1821,modi ji very very congratulations ... next election mein slogan like this .. abki baar paar,1
1822,bosidkie sharam karo ... kitna vote aayare tuje saale deposit be nahi mila sabse bade gaddara chutiye b,1
1823,in apke ek baar fir se hamre desh prime minister banne par apka desh ki ek sadharn garib mahila ki t,0
1824,he is he is haramkhor aam aadmi aadmi,2
1825,oihinthinkengyouenghaveengtoengbeengreallyengluckyhinkihinaapkohinekhinaisahinrolehinmilehinjismehinaaphinapnahinpuraengpotentialengdikhaengsakohinihinthinkengiengwasengluckengometa36466neutralrteng.o,2
1826,kuch gaan sirf gaane nahin hote ... thank you amitabh bhattacharya for the song of my life,0
1827,allah ham sab ki maon ka saya hm per hamesha qaim rakhey bhai ap ki,1
1828,ab to shamajh jaye rahul gandhi kis baat k liye udash hai wo evm jeeta hai modi nahi log khush na,1
1829,mata aur bahen ji ko pasand nahi aaya hoga kyonki dono ko burnol ki jaroot pappu ka to jala,0
1830,what a reply ??? a man died to save someone bhakts say sale jab hindu ne bachya to tw,1
1831,mujhe sharm mahasus hoti hai ki uttar pradesh me bjp ki sarkar hai hame insaf nhi mila mere khet g,2
1832,kunwar wo kya h na ki fake profile itne ho rkhe h ki lagta h ki pi6e koi na koi bjp it,1
1833,feliz cumplea os happy birthday to you my life,2
1834,jatna in muleyo ne islam ko nuqsan ponchya he aur kese ne nahi in muleyo ki jahalat se hr saal lako m,2
1835,shaid tum ye pata nahi k pakistan ki government ghareeb hai karzay talay doobi hoi hai or public am,1
1836,junglee hain saale junglee puri tarah kahin bhi rehne ke laayak nahi agar koi allah,1
1837,tumse na ho payega .. pkmkb,0
1838,happy birthday to u shah g khush rahein abaad rahein allah ap ko humesa salamat rakhe ap jaise logon ki zarorat hy,1
1839,malum ye kaun si ladai ki baat kr rha h ?????? garmi me muffeler pahanne se ladai raaste me kisi bhi vyakti se thapp,2
1840,bengal waalo ko bulaa k mamta didi ki sarkar goraane me faydaa hoga bengal k logo ki sympathi milegi,0
1841,ab kuchh kahana hai kya ab dar nahi lag raha,2
1842,this job might be a great fit for you click the link in our bio to see it and more specialty beauty,1
1843,bharat ke kisan ki buri halat hai sarkar koi jor nahi de rahi sarkar ko kewal bhoot se kisano ki buri halat hai,2
1844,bahen so glad to have you by my side always that will never change ily shan thanks for always being,1
1845,haha super aap bhi aaiye idhar juhu beech par toh aate honge kabhi aap m rozana yoga karne jati,2
1846,ohhhh he wants to see what they have on him or he is just trying to play both sides,2
1847,shriman narendra modi ji me apse yeh kehta hun ki aap sabhi offices aur courts aur sabhi karyalayon k,1
1848,kahi koi baukhlahat nahi hai balki media mein vipaksha ki bakwaas sunne se sabhi bach gaye ab sirf vi,0
1849,hota hai agar apko data consumption ky hawalay se koi issue hai toh kindly ap apna number dm kijiye,2
1850,happy morning have a beautiful lovely cheerful colourful day my sweetest friend's,1
1851,roopa ips ne khud tweet mana kar diya ki ye uska post nahi hai dhongi kahi k kyu desh k logon,1
1852,krish is this your requirement for yagna because there is no such pre condition in veda go h,2
1853,ohhh bhai ye pakistan team aap k baap ke malqeyaat nehi hai jesy dil karya khalo ha,1
1854,shame is a word unknown to you i shouldn't even say shame on you lanat hai aap k mounh per wesey,0
1855,namaloom will take care of him very soon ia shikaree ko shikar mily ga zaroor happy hunting seas,1
1856,teri ma ka bhosda madarchod randi ke beej lagta hai teri ma ko bhi mullo ne choda hai tabhi to tere jai,1
1857,rajaram aabe chutiye pakistan ka sapna hai ye to gazva hind chutye pakistani ho tum jo gaz,1
1858,st ji insan papa g today is my last exam of basic of computer papa bless me sb aacha kra dena u kn,1
1859,mamta didi to bjp ko gunda wali party bolti h ... pr didi ko tmc wale gunde kbhi nhi dikte ... tm,0
1860,dear future husband i'm praying for you don't worry meri jan agr apke ghr waly apki us sy shadi nhi krwa rhy jis,2
1861,rashtrapita kaun rashtrapita tum kutto ne ek kutte ko rashtrapita bana rakha hai roz uss manhus ki shakal note par,1
1862,wierdest thing i have witnessed recently the school next door has an assembly song which goes oh my god i love,2
1863,media debate me agar argument hota to bohot sahi hota koi problem nhi thi but ek propaganda chalaya j,1
1864,in modiji hum sab bhartiyon ko aap se bahut ummid h congratulations to get chance for,2
1865,sahi hai sir jo kaam media ko karna chaiye vo aap kar rahe ho kyuki media to bik chuka modi ke haat,2
1866,tou peda q hua tha chutiye criticize krny k lie b yehi cheez mili thi jb tera kutta modi jata he fore,2
1867,i've fallen in love zabardast i like the first off all the express delivery very next day br second thing the pac,2
1868,jnb ye mamla riasat e pakistan ka hai parleman in k lie bana hai jo b pak army ko bhonkey bus wo chup,2
1869,bahut bahut badhai hamare aadarniya pradhan mantri modi ji ko hamari taraf se or pure banaras wasiyo,1
1870,aur jin company karchariyo ko lagta hai ki private naukri badhiya hai sarkari vibhag band hone se unko fayda hoga t,2
1871,aaj ka aap ka news me speach dekha to bahoot dukh hua ki kaise politic ke lye aap hum hindu or muslim,1
1872,rafique sharam magar tum ko nahi ati be sharmi ki had hoti han sara mulk tum logon ne lota abi imran ki ba,2
1873,anna ji ke andolan ko saphal kejriwalji ne hi banaya tha inke hatjane par aaj annaji kahan hain sabko pata hai,2
1874,dear congratulations for winning election bhut door hu pr dil se apko badhai deta hu ... hope so ap t,1
1875,aparshakti khurrana on my life has always revolved around lady luck,0
1876,flop hone par bhi cash karne ki aukat nahi hai samjha na last eid flop thi for bhi cr,2
1877,at ulta beauty we want to help you achieve your goals ulta beauty is excited to announce that we have an opening i,2
1878,lakin aaj is isthiti main wo khud besahara ho gaye hain aapse request hain is player and trainer ki,1
1879,modi ki jeet jasahn manane allah khud aye the threatre me unonhne modiji ko badhai bhi p,1
1880,hi darpan we are excited for you to be a part of us let s choose a plan that best suits you and fill,0
1881,jena g1 utkarsh chudail apni behen ko bol jake madarchod nahi to teri poori family,2
1882,surya kudos !! proud of you sir who can say that you are a,1
1883,hai my dear friend's and relatives .. it's my pleasure to invite you to the wedding ceremony of my el,0
1884,gazi fikra mat kar gaji is baar tumhe yaha per mandir jarur najar aayega ye tu hinduo ko kafir b,0
1885,bhate it's true women face lots of filth in soceity but the,2
1886,just nice work by all team nice story must watch,0
1887,sabhi desh wassion ko bahut bahut badhaai ho aaj ke baad sh modi ji phir se dusari baar bharat ke prime minist,2
1888,happy birthday sir hope you'll change your hypocritical course to unbiased course though i dont l,0
1889,makeup pe kyu comments krta hai re mulla tm khud itne gire ho ki jo utne uthane jaye ush,2
1890,jinke sath gangrape hua vo kha hai prakash singh report ko public krv,1
1891,,2
1892,shukar ha kki dhang ka topic kse ne to rkha nh to yha to siyast ke chablosi se he furst nh kse ko es q,0
1893,respected modi ji .. sir app india k chor logo k liye kari se kari saza nikaliye chalte firte bag,1
1894,papu ko tavazo deni band ker dewey apney app saaff ho jayega .. aakhir papu papu hay prove ker diya election,2
1895,hayeeeeee janiii thank you yrrrr for making my birthday more speciall allah blessed you,2
1896,ap janab ko allah ny knsa aisa ilm dia ha jo apko maloom hojata ha bagh,1
1897,a2p is itself a mafia yeh fees wala chakkar is only for public consumption hathi ke daant dekhaan,1
1898,bhai k bolne se mike kharab nahi hota,2
1899,ye ye kutta hai kutte hai,2
1900,ur love no u r my lovez one sided wala sunkr dukh hua,2
1901,abe mc .. nhi malum to ammi mat chuda bsdk .. grahm stains ko dara singh ne mara tha adivasiy,1
1902,jis din modiji pehli baar pm banethe tabhi bharat ki disha badalne shur,0
1903,chowkidar ji jab tak aapke bahu betiyon ke sath esi harkat nahi hogi tab tak aapki yaki,2
1904,tani aur ab aur nahi chhote aur flop logo ke sath muh nahi lagna chahiye humari bhi koi class,2
1905,funtoosh hahah roz ka kam roz zaleel hote ho ?? bbc dekh le koi bhi western m,2
1906,muslims se jyada alpsankhyak aur kai jatoya hai lekin unko is category me nahi rakha gaya fir inko kisliye alpsankh,2
1907,congress apne pravakta kyu bhejti hai media bik chuka hai media wale j,1
1908,bjp ko bole ab muslim ki baat kre pta chl jaega bjp ko election me ek vote mhi deta muslim bjp ko hume ent,1
1909,ye video bahut viral ho raha h aajkal apni party k baare me socho faltu ki bakwas kar k ye durdasha h,1
1910,best announcement ab hoyga nyay ab ayga shanti,2
1911,ye kehna galat hai mai punjab me rehta hu or muje pta ha kese purane daur ki fotos or v,1
1912,pakistan tumse ni hoga beta wapis aa jao pakistan ko wese hee badnaam kr rhy ho,1
1913,achaa manoj sinha ko harwa diya uska dukh mujhe bhii hai par kya pure desh me gajipur jaise halat h,0
1914,national hathi chala bazar kutte bhoke hazar wohi haal hai ye dono owaisi bhai ka hai kutte hai,2
1915,masoomiyat ko sach ki zaroorat nahi hoti kyunki usse saccha kuch aur nahi hota prem,1
1916,modi ji k raj mai bhi gunda raj bahut hi jyada phal phul raha hai gundaraj tutna ka,0
1917,ye jaise log jhut b jor se or confidence se bolte he inka ky,0
1918,happy birthday mam .. janm dhin mubarak ho ... appka birthday gift hamaray si,1
1919,aapne bhi toh mehnat bahut ki hai aap humre gaw aaye hum logo ko bahut khushi hui hum toh aaj bhi,2
1920,pakistan ko intehai khatarnaak halaat ka saamna hai mulk ki siyasi leadership aur awaam ko iss ka zara barabar ehs,1
1921,aww she looks so happy my heart,2
1922,shiri man ji ko grih mantri ki bahut bahut badhai bikebot company cmd mr sanjay bhati bahut bada fr,0
1923,at khaadi sitting next to a super cool sindhi aunty who is proud of me and my sister and our choice of clothes she,2
1924,har utm har prabh gaaveaa bhai maninder singh hajoori ragi darbar sahib,2
1925,it's time for indian army to do what isrealis do enough is enough thoko behen ke l *** ko,2
1926,increase vacancies for ssc cgl sabka sath sabka vikas,0
1927,anand this is damn good hats off to guy who made this bhai yeh dekho ..,0
1928,oh swara ... why u troubled yourself by campaigning for few loser's .. accha ... u were campaigning just,0
1929,bahana mat bana rendyke pille sale tu pakka tere hanuman ki tarah haramka jana hain s,1
1930,good morning friends jay shree krishna aap ka din khushiyo se bhar jaye,2
1931,dibet me jane ke layak hi nahi rahe to kya jaenge sansad me jane parbhi roak lagado kya krenge waha jakar,0
1932,d desai lol pyare you may be right our bowling isn t the strongest suit lekin aap to jaante howe pakist,1
1933,in narendra modi ji jald se jald pure desh mey sharab baandh karwaeeye isse desh ko profi,2
1934,ab agar kisi ki cardiac arrest se death bhi ho jaaye toh yehi bolenge yeh chutiye ki welc,0
1935,congressiyo ka kch na hoga beda gark hai in sbka ab km se km saal aur,2
1936,this a whole republic eseng team ya bolo ee formilweng ke rraagwe,1
1937,wo tumhe ye to zarur btayenge ki shah-jahan ne banwaya tha lekin ye kabhi nahi batayenge ki wo,0
1938,life consists mostly of small moments savor them !!! us life is cid in which we cherishlivefeelenjoy ea,1
1939,ntf abdul hamesha sbki madat krta hai kabhi bhi na nahi karta or honest hai or society wale bhi kahte hai ki,2
1940,welcome to curious cat we're happy to have you here have fun and be nice thank billi,1
1941,asatya par satya ki jeet k liye dhero subhkamnaye sir aap ko lk,1
1942,good morning mujhe khushi hai zomato partner bankar delivery dene ke baad aum public key khushi dekhne ko milti hai,1
1943,kabhi ka bhi ho ghanta karvaye koi bhi hal inhe job se to nahi nikala gaya hoga usse huva kya ye,2
1944,hme zroorat nhi humne sikhism ko bahut study kiya hai the great guru,1
1945,great mam apke jaisa koi kam nahi kar sakta mam ap turant action leti hai mam other country me bhi,1
1946,heartious congratulations umeed h kisano rajneti ko desh me no one lavoge or rlp ka naam b,2
1947,last episode ki starting ne dil jeet liya tha ... is baar end ne ... really bahut tanha hote h diwa,0
1948,problem sir ji aapke muh kholne se hai .. jab bhi khulta h bakwas hi krta hai modi is best still u,2
1949,m n t mai agar tujhay samjhanay ki koshish karonga to tu shai,2
1950,it's always under the environments tab but can definitely be referenced in the docs,0
1951,rahul ghandi janta ko bevkuf banana band karodo samvidhan ko koi khatra nhi hi samjhe,1
1952,khud hi maaro aur khud hi shaheed ka laqab do ye kaisi shahdat hai agr mukhtarama ben,1
1953,awaaz laxman is the best reporter for sure only gas bag in team is he,1
1954,good morning all dear friends aaj ka din bahut mahan din hai aaj hamare sabse lokpria bare bhayi sahab wa mahan fre,1
1955,all of them are putting there chopsticks in their mouth but god yedam was like no i won't put it on my mouth,2
1956,pandit kya hindu muslims iske elaawa aur koi baat nahi hoti yahan are ye socho hindu ho ya muslim hay to,2
1957,a off india sanju is not just a hit ... it's an all time blockbuster highest grosser of the year it,2
1958,dabang---aadiwasi--inka haq--kha rahe h or aapki bhi sarkaro ne --- inke lia kuch nahi---kiya -- nahi kiya---islia,1
1959,pakistan and apka army zindabad ...,0
1960,kutte harrami aurtien badchallni khud se krti hain harrami unn aurton k saath tere jese khabees iblees b,1
1961,hindu mahasabha ko hum bhi vote nahi dete bhai koi hindu ke naam pr bakchodi kare usko sahi pelti,1
1962,haar jeet ek hissa hai jo bahaduri se laden sachhai ke lia bharat mata ke lia wo haar ke bhi jitega wish u bett,1
1963,zameen congress ne dilaayi makaan congress ne banvaya lekin vote toilet ke naam pe pade hain kyuki lehar,1
1964,sab se achi baat hai hamari betiya sab jagha agresar ho rahi hai beti padho,1
1965,cute sweet lovely pretty nd beauty queen i hope aj ka din tumhare liye khushiyo,1
1966,love you bhaijan,1
1967,gosht khane se koi problem nahi hai kissi ko ye log temple premises me beth ke ghost kha rah,0
1968,b4 election media ko gdp kabhi kam hotey hue nazar nhi aaya .. modi saab ko khud media walo ko batana pada k gdp apne,2
1969,swaraj sir good evening .... right sirji ... pichale mahino se yahi kam,0
1970,bjp ko election mein fayada hua perntu bahut saare kaaryakarta on ka nuksaan hua sadsya mare gaye aur abhi bhee,1
1971,shahid yes we don't give any one else chance we drag our kweeen so much that dusre fandom wal,1
1972,kya karein genes me lagta hai haath uth hi jaatein hain kabhie dua mein aur kabhie gale lagaane ke liye,0
1973,i love you so much shahrukh khan you are the best actor and the best father good night,2
1974,avengers main theme espero que os guste,2
1975,hmm ... tujhe jaanta hun tu kitna bada yoddha hai ... sala su,1
1976,__ ray bachy ko marny sy uski tarbiyat ni hotii piyar sy smjhaany sy hoti hy is main is bichary ka kasoor ni jit,2
1977,.2019 jeetate hi krantiveer sakriy ho gaye gandhi ko gaaliya de k ye mahan ho jaane waale h jaise vipakch,1
1978,ones again modi ji ki sarakar ke samarthan karane,2
1979,wahi jo phle bolti aai h triple talaq band karo halala band karo,1
1980,good very very good mam ye chatu anchors chatu media saal ye sirf or sirf hindu muslims ki gandi,2
1981,hun aaj bsdiwale kehte bjp ke neta ne aate hi kaam shuru kar diya seedha aaahirwaad lene mandir gaye,1
1982,here itihas gawah h har bar mushlim ko bhai ek hindu hi bolta h lekin bad me use,0
1983,all the best team india .. vk jaan warm up ki shuruaat acche se karna,1
1984,jo sikh apane shabd ki kimat nahi janata wah aadmi nahi murda hotta hai agar sachch,0
1985,akhir kyon nhi vvpat ke ginti ke liye bada kadam nhi uthati kahin congress bjp ka i,2
1986,manjoor hai di aapke ke liye natmastak hu jai hind jai jawanjai kisaan azaade hind manish fauji,0
1987,anshul vaiya ek educational problem hai pehle main khud try karta ho solve karne k liye agar nahi hua to,2
1988,the absolute perfection kings the loves of my life,0
1989,me dong waka tutor close ang school ako pag umangkon nga yrs old really this is the best day ever nisayaw me,1
1990,bahut zyaada yaar log kitnay ganday aur zaalim hain doosron ki betiyon ki zindagiyan ujaartay hain i,1
1991,aur na jane kitno ki life abaad khushaal kr sakta madarchod chor dalalo chori kr te ho neech ta kr te ho apne bhagw,1
1992,teri maa ne bhi tujhy phd karwai thi yad hai special corruption group ki bohot beghairat qisam ke,1
1993,a shit .. bc phir tu ku bol rha hai .... movie ko se nich,2
1994,khan __ jai hanuman gyan gun sagar jai kapis tihun lok ujagar ram doot,0
1995,pados me bangali bhaioo ne patake phode modi ki jeet ye hai bharat,2
1996,lo bangaya india super power in education fale liberals and modi haters will start cry that,0
1997,very nice ji thanks dhan satgur,1
1998,wallah in lol thats like u know govt announcement for being late aap ki asuvidha ke l,0
1999,well done my president i am very proud of you we will be your eyes and ears we are in this toge,0
2000,jab haar ka malum pad jata h tab ka topic uthalete hai wow well done yah question bjp ne kyu nahi uthaya vi,1
2001,doston ko hotspot dene ke baad ..,0
2002,ghor paltu hai sala ab sala kahin ka nahi rahega tejasavi wapas nahi lene sala isko mahaghatbandha,2
2003,ha ha ha kewal aankh marane gale lagane ka drama karane aur parliament me zahaz udane ke lye strong h,2
2004,rubika ji aap bhout badiya aur sach bolne wale ho .. aap ek mahan anchor ho aapke sath har,0
2005,modi par pura hindustan ek ummid lagakar baitha hai bhagwan modi ko itni himmat de ki ye har,0
2006,goli maaro -10 marenge tab khud hii nahi aayenge pathar leke aur aaye to bhi sidha goli rajnathsingh,2
2007,rohatgi tere maa baap ne bohat badhiya sikhaya hai certificate batna sabko ki kaun kiska chamcha,1
2008,bary barey manhoos dekhy pe tujh pe allah ki khas lanat hai jis dept ki ba,0
2009,there's giani at gurdaspur !!!!!!! my chhutti is gonna be amazing,1
2010,you backed and india backed in so stop your bull shit analysis everyone know your ol,2
2011,tu hindu muslim karte rehta hai .... bachhon ko knife diya toh kanoon ki tahat fir kar .... hindu,1
2012,ye baji nh ye baja hy balky bech wala hy sala koi,0
2013,cheese sard raat .... uski yaad .... aur islamabad .....,0
2014,jai shree ram randigiri band kar de tera patan bhi nishit hai ab bhi moka hai sudhar ja muslim ka t,2
2015,woh sab toh thik hai hamara kab wapas kar rahe ho ??,1
2016,allah taa la se meri dua hai ke wo aap ko aik chand si piyari beti se nawazien ... aap ki family poori,0
2017,hi brooke stores usually should have substitute lines for the main things if they do sell out i will,2
2018,sir ek fake lottery ke naam se +923026065864 is number se whatsapp aya hai or usme /- ka,0
2019,eees bro mein vote denye s pehly kpk k random logo s pocha they all were satisfied with pti's performance that,1
2020,are meri bai yai traditional show thodi hai yai world cup hain har,1
2021,what views !!! aww you guyzzzz that's way more then i ever expected lol hope i made you smile or laugh or i don,2
2022,tum sirf apni wajah se nahi haare ye jo tumne jaise log bhar rakhe hain na jinko,1
2023,hum a raccoon or a squirrel maybe a chinchilla on a good day after a good night sleep,2
2024,moin jaisa bakwas banda koi nahi newzealand kai clubs main jakar satta khelnai wala ban,2
2025,khoda pahad in this case samandar chuhiya bhi nahi nikli ... napakistan ka kuchh nahi ho,1
2026,mamata di jai shree ram kaisi hain aap bhaalo what's there in this which frustrates you or is it the frust,1
2027,madam tab wo kisi bhi party mai tod fod kar sarkar nahi banana chahte the lakin aaj bjp sirf d,2
2028,ye naya bharat hai ek jhuth tum log hazaar baar bol loge to bhi wo sach nahi hoga .. nobody is ab,1
2029,just shut the fuck up,1
2030,allah says the night of al qadar is better than a thousand months may allah forgive you and your family and fulfi,0
2031,ca tum quote karna band karo jo tweet open kr rhi usse blocked,2
2032,chunki mujhme paida nahi ho sakti hai jaise mata aur pita aur pitar mere garbh se nahi paida ho sakte hain i,2
2033,ye koi naara nahi abhivaadan hai jo sachche aadarshoon ki jai chaahta hai wohi isse samajh sakta hai,0
2034,hindou ki camment musalmano ko bharat se bhagana chate h koi baat nahi chatukarita zarorr kro ye sa,1
2035,good luck to my partner hazaar doing the challenging high altitude inca trail over days to raise funds for the,0
2036,rashid kanhaiya haar gya ye sch hai logo ko wo swikar nhi hai ye sch hai modi ko esh ki janta ne chuna it,2
2037,bahut achi baat hai we needed this change and happy and proud about it tumlogo ka dhandha band karwan,2
2038,sehwag sir said india and newzealand mein semifinal ho jaayega toh india jeetegi par sir india worldcup mein kabhi,1
2039,shuru ho gaya inka naatak modi keeps someone from bjp-rss huh amit shah is home minister look what we have co,1
2040,allah pak is ramadan ky alvidai jumma my mari dua hai k nawaz zardari with family and all others jis,0
2041,bhart ke bhagwan aadarniy prdhan mantriji hamare upar dya kardo hamara sal ka bccha gaurav jiski dahine hath ki,0
2042,says me apko pyaar dena chahta hun modi ji ke dil me pyaar bharna chahata hun py,2
2043,again partying with my best ever companion india ki home delivery,0
2044,aur tum jo terrorist k bhakt bann rahay ho ki unki majburi hai to tm kittay ba,1
2045,logon ka masla b media ka hi banaya hoa ha media khud chand,2
2046,bharva kisi haram ki ulaad apni maa ki izzat ka hi khial ker tera malik,1
2047,sahi kaha owaisi v to apni muslim rajneeti karte hai kabhi ye nahi bola gaay katne me rok lagao kashm,2
2048,sharma4 pure hindustan ka no1 chutiya aur no ki nashidi koun sal ke tere hi gharke bachhon ko bhi pucho,1
2049,jo apne bhai ko ek sit na de ska wo bihar ko kya dega ?? evm ka gyan !!! jo jindagi bhar boot,1
2050,main hairan hun pata nahi kaisay baap dada ki oulad hain ye loog ..... ke jinho ney koi ac,1
2051,everyone lets make a top trend and motivate our team we all support our team with a moto tum jeeto,1
2052,p m modi gi ko bahut bahut subhkamnaye,2
2053,idhar dekho .. meri tarh muh karke to dekho .. ok ready .. ummmmah thanks u .. for giving m y,1
2054,i hope u will come soon .. i wish good for your healthe ... we lov u sir ... one day u look dariya sa,2
2055,sun ek kutta kharida hai ... koi kutte k lie biscuit bata jo main use k,0
2056,news hindi khirja he is gavaiya too mp banne ki aukat nahi hai uski lekin modi raaj me,2
2057,manniye shree narendra modi ji nivedan hai hamare paryavaran ko bachane me sarkar pahal kare our har gh,0
2058,good morning toronto !!! reminder raps won game,0
2059,when she sends i love you but the message shows forwarded,2
2060,to be honest i love and the most ... i can never forget that wasim akra,2
2061,namasta sir west bengal mein bjp leader tmc k gundo ko kyun ghusa raha hai bjp mein firto bjp ka v wo,2
2062,rss manei bjp bjp manei rss rss manei bjp bjp manei agp agp manei bjp bjp manei agp agp manei aasu aasu manei agp a,1
2063,bhabhi ko ashirwad nahi dia .. shrap dia hoga ne .. akhileshji ka sabse kharab rajnitik,2
2064,i'm just gonna sing ralf gum's take me to my love ....,1
2065,tuhadi dua pyar blessing naal bepanaah da teaser trailer ho gea relesed full song on th june watch share,2
2066,madam can i call you mommy after seeing your love towards baccho n bacchiya with my heart i also,2
2067,diljit paji i saw the shaada trailer maza ah gya paji bhut vadiya lagya nd happy too nd i knw my d,2
2068,kang waah so cute,0
2069,this is not merit its obvious nepotism zartaj gul ne khulam khula nepotism ki he janab .. bbz sahi ke,1
2070,sala ye log ke paas ek kohinoor kam tha jo aur le gaye,2
2071,jr yes we the indians voted for this can t describe how happy i am,2
2072,kch sharam haya he ni hai kch paiso ke khatir pakistan ki betiyon ki izzat nilaam ho rhi hai kaha sogai ha govt na,1
2073,__ rishabh i will say it better jb ek constitutional cm ek rapist baba ka support leta h usse,0
2074,is the way of life for you us too we are excited to announce that ulta beauty is looking for,0
2075,nighat piche wale baba aise khush ho gaye jaise apni beti collector ban gyi ho aur u,2
2076,modi par pura hindustan ek ummid lagakar baitha hai bhagwan modi ko itni himmat de ki ye har,0
2077,awaaz this is very bad to see that jdu and bjp are fighting internally for only their benefits and no party i,1
2078,hamare aadarniya pm narendra modi ji ko doobara pm banane par dher sari subhkamnaye aasha karta hu a,1
2079,fouji dictators ney blunders kiay hain ismmein koi shak nahi lekin pichlay dus saal se,1
2080,cheikes nah if i like the song and it has good lyrics then i ll listen to it whether it s a slow waylon song or,0
2081,good night pooja maim ji kaise hai ap nameskar karna bhi bhul gayi ho parti badal diya kya apne apni jay hind jay,1
2082,cage i m coming to the conclusion that you are a professional bewakuf i ll help you look,2
2083,jitna bada star hoga utne hi jayda charche honge u sir kuch jalange aapse lekin pyar,1
2084,bol re bajarang bali ki jai jai shri ram jai bhavani jai shivaji hathi ghoda palakhi jai kanhaiya l,1
2085,respected sir many congratulations for huge victory aor aap se puri umid hye aap state aor modi ji,2
2086,keep a close watch congress said debates me nahi aayenge also warned media debates me bulana bhi nahi for month,1
2087,vps pappu ka fake to fake kisi k sath taka to bhida hain ....,2
2088,koi alem kuch nahi bolay ga baigherti ki intha kar di in bibi pirni nai k govt ko khrch,0
2089,nd year walo kahan jany ki tyaari hai,1
2090,moon ye sirf aapke liye ... aapki beti ka hidden talent jo sirf apki vjah se hi h honey,2
2091,powerhouse k log durg se train pakad skte h,2
2092,laura us nam ji hyun is always the one sending her costars off to military after starring with them nam ji hyun,1
2093,ye jo baat baat pe love kehne ki aadat padi hai na yahan thank you love sorry love love love india wapas,0
2094,nice article padhke maja aa giya thanks to me till now nehru has edge over modi in,1
2095,aurr allah ka yahi azab tu uss pay nazal hua hai .. marty howy apni biwi ko ni daikh saka bety uss k,2
2096,bhakto aur kathit deshbhakt rashtravadiyon ko koi phark nahi padega ve tayyar hain ise pracharit karn,0
2097,modi ji aapko nd term kai liya congrats yeh dusra safar aapka india ko bahut aagaye lai jayega y,2
2098,handsomeness overloaded talent bunch just look at dat cute face with fierce expression how outstandingly he,0
2099,dil ko teri chahat pay bharosa bhi bohat hai aur tujhsay bichad jaanay ka darr bhi nahi jata,2
2100,friend-kal tujhe apna lunch khilaya tha aaj tu samose khilayega bc le me,0
2101,jara enko koi samaghay aatangi ko aatabgi bolene per mughe aatangi bol rahe abhi kuchh din bolengi tune bum blast k,1
2102,aap aise kaise jaa sakte hain abhi tou apko kuch pata hi nahi achaa tou ab bata do aap jab bhi muskurate hain,2
2103,sir ji mere gal i ke halt bahut khrab hai please aap is par dayan kare,2
2104,hum unme se hai jo subah abbu ko good mrng k jagah dete hai ...,0
2105,ye aise ladkiya baat ko samaj ti hai nahi fir koi sahi javab deta hai to victim card kh,1
2106,recalling hazrat taib sb s kalam jo peer ba-khuda hi nahi hai wo pair ha,1
2107,dandim wonosobo bersama forkompimca kab wonosobo laksanakan safari ramadhan korem pamungkas,1
2108,bjp ki jeet ki wajah sirf yahi thi ke opposition aur musalmano ke rehnuma musalmano me faile hue so called,0
2109,koi media confirm nahi kar raha par khabar gardesh kar raha he kash etni jaldi na marey esi tarah onko,2
2110,suno anjana kashyap ji is chautha piddhi media ko bhajpa ke samne tum logo ne bhej diya hai ab to,2
2111,,1
2112,saw episodes of paise nahi diye the dekhne ke isliye wapis nahi maang,1
2113,sir aap bahut bahut achha kavi hai aap ek kavita aise likhia jo,1
2114,ye talibani nai islami zehniat hai choty dimagh k maalik tm jaisy nam nihad musalman e image kharab,2
